hospital_name,staffed_beds,total_payments,copd_total,copd_ratio,ami_total,ami_ratio,pneumonia_total,pneumonia_ratio,hip_knee_total,hip_knee_ratio,hf_total,hf_ratio
TAHLEQUAH CITY HOSPITAL,82,6801562,,0.9522,,0.9890,293235,0.9881,,1.0703,506990,1.0044
"SAINT FRANCIS HOSPITAL, INC",808,62477290,1737262,1.1278,858530,1.0744,1825142,1.0795,3066820,1.0544,2533450,1.0618
"ST JOHN MEDICAL CENTER, INC",519,45795473,1375064,1.0950,806159,1.0147,1724653,0.9735,1346100,1.1142,1872568,1.0808
OKLAHOMA HEART HOSPITAL,99,20596657,,0.9004,1127373,0.9372,,0.9752,,0.0000,1453975,0.8524
OKLAHOMA HEART HOSPITAL SOUTH,46,9078762,332861,0.9617,,1.0158,,0.9880,,0.0000,1292924,0.8951
ASANTE THREE RIVERS MEDICAL CENTER,107,9979834,368453,0.8727,348304,0.9265,588697,0.8671,,0.9162,422587,1.0100
PROVIDENCE ST VINCENT MEDICAL CENTER,500,32380710,321830,0.9355,788683,0.9808,917643,0.9332,3531837,0.7921,1487937,0.8520
OHSU HOSPITAL AND CLINICS,529,34798165,,0.9438,632590,0.9573,,0.9462,,0.8683,1189297,1.1096
GOOD SAMARITAN REGIONAL MEDICAL CENTER,337,15463271,,1.0267,484201,0.9537,485892,0.9310,,0.9246,695271,0.8729
ASANTE ROGUE REGIONAL MEDICAL CENTER,320,29748167,663273,0.8680,993220,0.7684,1099482,0.8590,,0.9652,1161492,0.8646
MCKENZIE-WILLAMETTE MEDICAL CENTER,113,7258687,329789,0.9689,,1.0193,451536,0.9658,,1.0231,,0.8907
ST CHARLES MEDICAL CENTER - BEND,261,24434522,520484,0.8278,,0.9104,857066,0.8628,6494417,0.7475,646279,0.7997
PROVIDENCE PORTLAND MEDICAL CENTER,399,24405172,423206,0.9376,877194,0.9176,815237,0.9372,3049766,0.7572,1060943,0.9658
PROVIDENCE MEDFORD MEDICAL CENTER,125,12741791,442068,1.0208,,1.0049,653075,0.9561,,0.9465,,0.9870
BAY AREA HOSPITAL,172,18601344,691174,1.0334,617123,1.0740,940770,1.1181,,0.8905,1129795,0.9786
SACRED HEART MEDICAL CENTER - RIVERBEND,0,38837975,438432,0.8700,1017530,0.9067,1061972,0.9046,5602441,0.6972,1532740,0.9125
GEISINGER - COMMUNITY MEDICAL CENTER,70,20450916,780638,1.0096,,1.0542,1125871,0.9425,,1.2804,1188905,0.9309
HOLY SPIRIT HOSPITAL,315,25735030,759490,0.9930,,0.9882,1253007,1.0796,1934271,0.7220,1686950,0.9740
GEISINGER MEDICAL CENTER,552,56785995,1173815,0.9957,1175985,1.1056,1971329,1.0052,2972328,1.0388,3343041,0.9018
SAINT VINCENT HEALTH CENTER,358,24966399,505051,0.9207,,1.0152,,0.8903,2398836,0.8677,1476597,0.8712
EVANGELICAL COMMUNITY HOSPITAL,130,8843985,,0.8925,425435,0.9887,,1.0074,,1.0428,317259,0.8849
SCHUYLKILL MEDICAL CENTER - EAST NORWEGIAN STREET,126,10019431,451772,1.0605,,1.0705,792113,0.9734,,1.1429,1083180,1.0934
READING HOSPITAL,0,60977755,1697648,0.9862,930350,0.9226,2154900,0.9053,5569533,0.7302,3890222,0.8953
WILLIAMSPORT REGIONAL MEDICAL CENTER,207,21751169,440257,0.9253,544144,0.9433,770788,0.8300,3097790,0.8480,927955,0.7976
YORK HOSPITAL,66,63665071,371676,1.0227,681169,1.0132,624656,1.0388,1459868,1.0563,380685,0.9735
ST LUKE'S HOSPITAL BETHLEHEM,0,55553303,1260196,1.0409,966504,0.9207,1917255,0.9541,3035901,1.0759,3582546,1.0273
ALLEGHENY GENERAL HOSPITAL,631,36285690,,1.0366,662089,1.0283,,1.0473,1911959,1.1590,1473512,1.0170
GRAND VIEW HOSPITAL,202,12020548,327068,0.9171,301691,1.0161,1016044,0.8607,,0.9041,816349,0.9092
CARLISLE REGIONAL MEDICAL CENTER,165,9379422,388185,1.0962,,0.9279,447654,1.0296,,1.0228,674221,1.0474
UPMC HAMOT,376,29308380,558132,0.9071,717151,1.0361,880463,0.8901,2325838,0.9493,1385377,0.8862
ALTOONA REGIONAL HEALTH SYSTEM,,28750475,792870,0.9785,904600,0.9199,1162954,0.8464,2108687,1.1896,1714931,0.8694
ROBERT PACKER HOSPITAL,0,29158549,983258,1.0041,1037005,1.0202,1058336,1.0875,3198500,0.8908,1215490,1.0766
DUBOIS REGIONAL MEDICAL CENTER,,12390998,396416,0.8677,,0.9643,,0.9354,,0.9694,932043,0.8329
LANCASTER GENERAL HOSPITAL,631,63386958,1450791,1.0022,1666100,0.8921,2151417,0.8923,7745641,1.0541,3752728,0.7815
CONEMAUGH VALLEY MEMORIAL HOSPITAL,538,33047209,1017245,1.0965,1060251,1.0620,1237513,1.0762,,0.9646,2112341,1.1367
HOSPITAL OF UNIV OF PENNSYLVANIA,757,66839406,990353,0.9943,,1.0339,,1.0386,,0.0000,2905649,0.9709
ARIA HEALTH,0,38341782,2224724,1.0264,885631,1.0290,2068323,1.0434,,1.0330,2081281,0.9723
LEHIGH VALLEY HOSPITAL,0,81601597,2208060,1.0104,2183148,1.0440,2714486,1.0024,8216605,1.0668,4380309,1.0213
WILKES-BARRE GENERAL HOSPITAL,412,37137273,1955392,1.0391,909238,0.8812,1799280,0.9996,,0.9704,2328116,0.9353
MAIN LINE HOSPITAL BRYN MAWR CAMPUS,0,28839819,837668,1.0494,374979,1.0428,877560,0.9876,5477930,1.0330,1446297,0.9598
EXCELA HEALTH WESTMORELAND REGIONAL HOSPITAL,,14365964,696001,0.9861,326510,1.0329,882045,1.0861,,0.9221,1119665,1.0483
MAIN LINE HOSPITAL PAOLI,0,19852072,637923,0.9179,407100,0.8970,761908,0.9797,2280008,1.1624,1147259,0.9761
UPMC PRESBYTERIAN SHADYSIDE,433,95331331,1707436,0.9835,1222079,0.9646,2084815,0.9795,4869867,1.1943,3861545,1.0008
BUTLER MEMORIAL HOSPITAL,288,12878878,531223,1.0788,,0.9791,648141,1.0039,,0.9127,708207,0.9852
THOMAS JEFFERSON UNIVERSITY HOSPITAL,945,89752039,2532521,1.0677,,1.1583,2396734,1.1313,9818072,1.4543,4516098,1.0934
CHESTER COUNTY HOSPITAL,0,19868377,562527,0.9734,599756,0.9578,746339,1.0154,,1.2939,1369763,0.9487
MAIN LINE HOSPITAL LANKENAU,0,32553099,1172835,0.9402,636622,1.0362,876003,0.9349,,1.0148,2796910,1.0447
POCONO MEDICAL CENTER,235,28140541,1976366,0.9703,,0.9741,2239996,1.0477,,1.0599,2012214,0.9644
PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS,458,26874159,746728,1.0505,,1.0585,621093,0.9587,,1.3746,1674667,1.0975
ST CLAIR MEMORIAL HOSPITAL,328,13179805,418427,1.0011,,1.0127,931894,0.9336,1361537,1.0447,1202962,1.1206
ABINGTON MEMORIAL HOSPITAL,623,55105281,1400075,1.0910,,1.0766,1988471,0.9877,4742225,1.3565,3508227,0.9841
REGIONAL HOSPITAL OF SCRANTON,218,22589685,839156,1.0487,571372,1.0493,1302399,0.9832,2175883,1.0574,1956076,0.9457
MILTON S HERSHEY MEDICAL CENTER,0,43216223,693233,1.0276,1045139,0.9533,1597021,0.9788,4870913,1.0488,1977401,0.9791
ST MARY MEDICAL CENTER,302,85416161,782535,1.0576,473556,0.9540,782867,1.0076,675543,1.0142,918079,1.0215
MOUNT NITTANY MEDICAL CENTER,255,16999152,483060,0.9173,,0.9670,516059,1.0336,3842991,1.0189,787751,1.0305
GEISINGER WYOMING VALLEY MEDICAL CENTER,274,23856797,892587,0.9825,,0.9526,1352711,0.9668,,0.7559,1298803,0.9444
RHODE ISLAND HOSPITAL,700,61950834,1760318,1.0450,1735507,1.0661,1982013,1.1017,3688073,0.7838,3221948,0.9946
KENT COUNTY MEMORIAL HOSPITAL,343,28254396,1607629,0.9924,950434,0.9960,1632441,1.0650,,0.8690,1412642,1.0678
MIRIAM HOSPITAL,0,34367284,1174394,1.0101,1019197,1.1037,1062359,1.0113,4701911,1.0622,2098597,0.9941
PIEDMONT MEDICAL CENTER,288,29954830,1135039,1.0193,529123,0.9382,2045886,1.0949,2195206,0.9844,1315820,1.0543
MUSC MEDICAL CENTER,0,56981139,,0.9918,976753,1.0524,,0.9731,3767901,1.1857,2071875,0.9772
SPARTANBURG REGIONAL MEDICAL CENTER,477,53980469,1536531,0.9160,988078,0.9768,2621199,0.8470,4245955,0.8260,3314263,0.8085
PALMETTO HEALTH RICHLAND,671,50613552,934402,0.9961,758570,1.0152,1328590,0.9409,5954611,0.7789,2691893,0.9119
ST FRANCIS-DOWNTOWN,338,40034110,859977,0.8936,,0.9847,1287981,0.8817,7437617,0.8970,1930131,0.7304
SISTERS OF CHARITY PROVIDENCE HOSPITALS,0,26248541,379902,0.8497,762271,0.9811,699325,1.0701,3602131,0.9860,1945704,0.8811
ANMED HEALTH,387,44242210,2250999,1.0126,,0.9576,2284079,0.9856,3201185,1.0482,2251696,0.9699
CONWAY MEDICAL CENTER,256,15756149,701268,0.9218,,1.0132,784118,0.9773,,1.0160,903762,0.9172
MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,493,57175977,1209847,0.9637,2470624,1.0115,1521197,1.0234,4490652,0.8962,3116465,0.9769
BEAUFORT COUNTY MEMORIAL HOSPITAL,195,15386219,657567,0.9830,,0.9644,465587,1.0266,,1.5836,780690,1.0850
TRMC OF ORANGEBURG & CALHOUN,247,24294558,617847,1.0040,660265,0.9997,608224,1.1280,,1.0453,1545390,1.0848
SELF REGIONAL HEALTHCARE,322,35669263,1186572,0.9606,1021797,1.0313,1804988,0.9863,,1.0605,1529584,0.9574
LEXINGTON MEDICAL CENTER,396,33243884,712378,0.9679,637918,0.8838,1206564,1.0277,2562679,0.9732,1420730,0.9734
GREENVILLE MEMORIAL MEDICAL CENTER,,59491559,898878,0.9914,,0.9691,1718321,0.9234,,0.0000,2803248,0.8679
TRIDENT MEDICAL CENTER,404,39165621,1610870,0.9562,469702,0.9488,1441387,1.0406,3845104,1.2607,1725008,0.8687
HILTON HEAD REGIONAL MEDICAL CENTER,93,12878396,531601,0.9973,,1.1103,,1.1079,,0.9973,703815,1.0216
AIKEN REGIONAL MEDICAL CENTER,244,21293948,857421,1.0524,,0.9750,744882,1.0248,,1.0124,1115093,0.9816
GRAND STRAND REGIONAL MEDICAL CENTER,263,33094193,1279971,1.0650,742663,1.0568,963527,1.0666,,0.9414,1799630,1.0880
ROPER HOSPITAL,368,34930598,760790,0.9377,404238,0.9293,760566,0.9674,6467004,0.9021,1856346,0.8700
CAROLINAS HOSPITAL SYSTEM,408,29190299,928643,0.9917,590963,1.2380,1145233,1.0714,,1.0014,1947097,1.1028
WACCAMAW COMMUNITY HOSPITAL,167,12987485,712515,0.9895,284227,0.9577,722698,0.9763,,1.1672,599815,1.0153
AVERA SACRED HEART HOSPITAL,293,5834987,,1.0064,,0.9618,,0.9426,,0.9335,,1.0547
SANFORD USD MEDICAL CENTER,0,46811262,984397,0.9969,591546,0.8416,1259451,0.8808,6689736,0.9431,1391220,0.8468
RAPID CITY REGIONAL HOSPITAL,0,36316400,1112684,0.9552,590807,0.9736,1766114,0.8280,2084179,1.1523,1785484,0.7996
AVERA HEART HOSPITAL OF SOUTH DAKOTA LLC,,7629376,,0.0000,544705,0.8216,,0.9617,,0.0000,469674,0.8465
JACKSON-MADISON COUNTY GENERAL HOSPITAL,635,75361026,2551411,0.9668,3418236,0.9931,1941747,1.0153,4969565,0.8977,5182731,1.0311
BLOUNT MEMORIAL HOSPITAL,308,15672684,985979,0.9921,,1.0058,1408148,1.1296,,1.0570,1020488,1.0792
WELLMONT BRISTOL REGIONAL MEDICAL CENTER,0,25013685,1047659,1.0672,809660,0.9886,1855516,1.1130,2043873,1.0015,1455364,1.1221
UNIVERSITY OF TN MEMORIAL HOSPITAL,538,41405853,1092536,1.0008,778684,0.9932,954038,1.0000,3177528,0.8369,1346330,0.9815
WELLMONT HOLSTON VALLEY MEDICAL CENTER,0,29640688,1005031,1.0603,983129,1.0699,1159866,0.9971,2897162,1.2858,1370269,1.1588
WILLIAMSON MEDICAL CENTER,185,12577463,472670,1.0932,,1.0192,537581,0.9534,,0.8685,512002,1.0047
METHODIST MEDICAL CENTER OF OAK RIDGE,210,22321958,563861,1.0897,296149,1.0734,607693,1.0940,3213292,0.8634,1155904,1.0186
GATEWAY MEDICAL CENTER,281,18706365,1335032,1.1410,264863,1.0783,1414872,0.9178,1923421,0.9008,829863,1.1530
VANDERBILT UNIVERSITY HOSPITAL,956,59170129,627902,1.0054,1162355,1.0366,1624589,1.0399,3428657,0.9145,2891532,0.9281
BAPTIST MEMORIAL HOSPITAL,0,71588195,1604353,0.9530,1832198,0.9331,2713790,0.9353,4441890,0.9237,4041068,0.8989
METHODIST HEALTHCARE MEMPHIS HOSPITALS,0,127985096,3413742,1.0108,2234913,1.0388,4120383,1.0867,9944442,0.9151,8637850,1.0571
MIDDLE TENNESSEE MEDICAL CENTER INC,,27412513,1147895,1.0099,524060,1.1549,1752741,1.0539,2925531,1.1083,1382324,1.1698
COOKEVILLE REGIONAL MEDICAL CENTER,243,34597491,1676461,1.0632,1175026,1.0584,1691822,0.9775,3896731,1.0383,1476191,0.9086
JOHNSON CITY MEDICAL CENTER,583,47440413,1793501,1.0704,1575041,1.1457,2112035,1.1363,3495112,1.0656,1790753,1.0337
MAURY REGIONAL HOSPITAL,234,30530373,698158,1.1282,,1.1007,1813890,1.0001,3710982,0.7917,1308152,1.0627
ST THOMAS HOSPITAL,,50873175,1161113,0.8974,1987233,0.9939,1266071,1.0849,8001849,0.7313,2547403,0.9910
"MEMORIAL HEALTHCARE SYSTEM, INC",400,58543753,1430325,0.9076,1049072,0.9499,2076206,0.8913,6901948,0.7139,2476752,0.8511
ERLANGER MEDICAL CENTER,0,35645787,962195,0.9321,,0.9139,1192194,0.9526,2043163,0.9447,1231853,0.9472
TENNOVA HEALTHCARE,0,36060286,1019327,0.9739,755897,1.0312,1454095,0.8967,5467095,0.8753,1731699,1.0306
FORT SANDERS REGIONAL MEDICAL CENTER,386,18856575,664269,1.0163,,1.0608,891483,1.0348,1584832,1.0508,577033,1.0648
HERITAGE MEDICAL CENTER,60,2805364,385737,1.0467,,0.0000,324058,0.9888,,0.0000,324810,1.0805
TRISTAR SUMMIT MEDICAL CENTER,188,15148430,757208,1.0574,,0.9937,765293,0.9786,,1.1922,557109,0.9987
PARKRIDGE MEDICAL CENTER,481,26234555,863079,0.8779,,0.8886,994812,0.9295,3295260,0.7877,955758,0.8961
TRISTAR CENTENNIAL MEDICAL CENTER,0,34432601,773592,1.0410,468471,0.9102,1158906,1.1084,3127401,0.9108,1505230,0.9699
PARKWEST MEDICAL CENTER,434,34915578,,0.9212,587511,0.8296,1258888,1.0444,6483746,1.0787,1439390,1.0406
REGIONAL HOSPITAL OF JACKSON,115,18878199,1774350,1.0797,986166,1.1914,522227,1.0146,2313450,1.4348,1153200,0.9966
PETERSON REGIONAL MEDICAL CENTER,124,10392988,387101,0.9615,,0.9918,643986,0.9603,2352719,1.2435,592241,0.9335
UNITED REGIONAL HEALTH CARE SYSTEM,269,40182701,1381773,0.9694,702160,1.0002,2088677,0.9888,2574493,0.9289,2252308,0.9937
ST JOSEPH REGIONAL HEALTH CENTER,233,35325246,1153345,1.0048,444109,0.9484,1155878,0.9808,3360639,1.2663,2127026,0.9461
CITIZENS MEDICAL CENTER,40,15040523,538323,0.9526,370994,0.9079,545442,0.9603,,0.8958,976197,0.9519
CHRISTUS HOSPITAL,0,34821077,1410903,0.9102,444409,0.9540,1324709,0.9511,3417678,0.8964,2033394,1.0963
GOOD SHEPHERD MEDICAL CENTER,380,42933010,1685759,1.0817,1008176,0.9289,2353307,1.0750,3126281,1.0367,2243636,1.0833
COVENANT MEDICAL CENTER,240,72008047,558618,0.8762,1159311,0.9521,640042,0.9301,2204124,0.9528,632889,0.9322
PROVIDENCE HEALTH CENTER,547,31210601,868751,0.9552,529968,0.9926,857796,1.0818,,1.1654,1443927,1.0147
CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,0,52897823,1847852,0.9160,850306,0.9859,2418760,1.0572,2518592,0.8406,2575409,1.0349
METHODIST DALLAS MEDICAL CENTER,394,35272178,875039,0.9567,,1.0769,1206158,1.1124,,0.8533,1763469,1.0894
SCOTT & WHITE MEMORIAL HOSPITAL,0,78974052,1016696,0.9308,2633053,0.9868,2231984,1.0344,8441325,0.9922,3687213,1.1235
SETON MEDICAL CENTER AUSTIN,409,37239741,1052074,1.0098,363119,1.0184,1247124,0.9630,5280059,1.1529,1923703,0.9371
TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,248,23633026,844484,1.0258,,1.0701,1149508,1.0051,1242476,1.0406,1107404,0.9592
MEMORIAL HERMANN TEXAS MEDICAL CENTER,0,41488702,599473,1.0096,,1.0100,1117455,0.9960,1242993,0.8492,1458356,0.9736
BAYLOR MEDICAL CENTER AT IRVING,198,18264371,823505,0.9261,571860,1.0104,939340,0.9758,,0.8659,914866,0.9906
EAST TEXAS MEDICAL CENTER,0,43353153,884854,0.9750,1099960,1.0089,1735125,1.0068,1692113,0.9646,1589139,1.0206
NORTH HILLS HOSPITAL,171,10988652,422363,1.0086,,0.9511,546308,0.9197,,0.9026,763413,0.9517
MOTHER FRANCES HOSPITAL,0,51600469,983665,0.9296,1410631,0.8581,2244573,0.9432,5805994,1.0430,2617910,0.8874
SOUTH TEXAS HEALTH SYSTEM,0,38540606,1139803,0.9076,1449116,1.0416,1298671,0.9160,1168942,1.1491,3700709,0.9357
MEDICAL CENTER HOSPITAL,324,30253557,1228301,0.9474,1102482,1.0677,1075536,0.9529,,1.0223,1203248,1.0288
MIDLAND MEMORIAL HOSPITAL,209,21879822,698949,0.8779,342744,0.9319,1000843,0.9743,2309518,0.8391,1086395,0.9295
TEXAS HEALTH HARRIS METHODIST FORT WORTH,655,60940211,1366152,0.9326,1260079,1.0011,2087520,0.9308,2313741,1.1756,2664991,0.9528
DETAR HOSPITAL NAVARRO,200,15068352,408639,1.0073,524169,0.8782,756070,0.9023,,0.8346,1264482,0.9293
MEMORIAL HERMANN HOSPITAL SYSTEM,0,103517879,3210771,0.8223,2328960,0.8846,3415331,0.8557,8338035,0.8869,5230400,0.8865
ST LUKES EPISCOPAL HOSPITAL,0,50029646,1259610,0.9938,756835,0.9078,1124985,0.9139,2041881,0.9725,3707865,0.9324
PARIS REGIONAL MEDICAL CENTER,265,18726335,1089320,1.0812,,0.9246,1219289,1.0356,2407563,1.0048,1300185,0.9953
WADLEY REGIONAL MEDICAL CENTER,203,12935631,503615,1.0629,,1.0550,683596,1.1304,,1.1827,885518,1.0112
NORTHWEST TEXAS HOSPITAL,0,27528337,555386,0.9079,,0.9315,883465,0.9298,1457222,1.1990,1313472,0.8295
MEMORIAL MEDICAL CENTER OF EAST TEXAS,0,14572441,541924,0.9398,370392,0.9662,1237596,0.9484,,1.0085,823952,0.9785
CONROE REGIONAL MEDICAL CENTER,291,27424364,1499497,1.0431,,1.1100,1140404,1.0239,,1.0807,1681291,0.9924
HENDRICK MEDICAL CENTER,344,31815921,656347,0.9793,596343,0.9363,889894,0.9608,2778960,1.4321,1000912,0.8964
BAPTIST ST ANTHONYS HEALTH SYSTEM-BAPTIST CAMPUS,,40502963,1127012,0.9476,760431,0.9431,1636732,0.8941,4457459,0.9171,1784378,0.8783
HOPKINS COUNTY MEMORIAL HOSPITAL,96,4406328,287879,0.9694,,0.9203,494943,0.9225,,0.0000,279805,0.8703
CHRISTUS SANTA ROSA HOSPITAL,456,63894707,1927047,0.9544,1585779,0.9348,3390201,0.8967,3899480,0.8279,3323041,0.8914
WISE REGIONAL HEALTH SYSTEM,0,7176477,330468,0.9554,,1.0043,469070,0.9802,968112,0.9597,377485,1.1513
BAYLOR MEDICAL CENTER AT GARLAND,227,23131896,1030607,1.0006,,0.9947,1129340,1.0434,1417046,0.9112,1277162,0.8381
TEXOMA MEDICAL CENTER,251,20754870,1242208,1.1159,545409,1.0057,855711,1.0665,2309401,1.1364,1014906,0.9920
SAN ANGELO COMMUNITY MEDICAL CENTER,131,8677608,509538,1.0386,,0.9886,694957,0.9787,,0.9439,729753,0.9575
MEMORIAL HERMANN BAPTIST BEAUMONT HOSPITAL,,28090208,1247917,0.9558,362051,1.0990,1451094,1.0416,,1.1647,1501548,0.9944
"METHODIST HOSPITAL,THE",1585,85466924,1344876,1.0241,1654739,0.9938,2611200,0.9267,8717289,1.1069,4232956,0.9093
METHODIST HOSPITAL,581,137526599,1192747,0.9396,2084345,1.0127,845239,0.9033,1038567,0.9832,421304,0.9788
ST DAVIDS MEDICAL CENTER,,52215369,1045415,1.0082,680194,0.8635,1320026,0.9329,5920805,0.8265,2988777,0.9334
TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS,618,43195101,754050,1.0009,645730,1.0488,1945427,0.9094,5198382,0.9954,2407553,0.9879
WOODLAND HEIGHTS MEDICAL CENTER,119,9341602,506670,0.8826,,1.0022,,0.9383,1741577,1.3317,572783,0.8883
THE MEDICAL CENTER OF SOUTHEAST TEXAS,224,10408362,692112,0.9334,,0.9736,658020,0.9985,,1.0996,1021029,0.9985
ABILENE REGIONAL MEDICAL CENTER,205,12993874,356937,0.9499,,1.0400,484661,0.9378,,0.8874,418883,0.8665
BAYLOR REGIONAL MEDICAL CENTER AT GRAPEVINE,314,16626018,553702,0.9510,,0.9864,712525,0.9728,,0.8332,926271,0.8598
SHANNON MEDICAL CENTER,293,24491707,471842,0.9373,,0.9939,938893,1.0027,2750640,1.2291,1026754,0.8313
HILL COUNTRY MEMORIAL HOSPITAL INC,76,6498964,,0.9292,,0.9531,362980,0.8640,3202536,0.9137,326721,0.9376
MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,375,27983893,567519,0.8793,,0.8800,1199992,0.8311,2847267,1.0033,1494205,0.8768
CLEAR LAKE REGIONAL MEDICAL CENTER,593,52596971,2333342,0.9695,1101648,0.9539,1928876,0.9803,1677570,0.8735,2873235,0.9574
DENTON REGIONAL MEDICAL CENTER,208,19459112,1118643,1.0147,246974,1.0668,1031788,0.9693,,1.0231,778615,1.0482
HOUSTON NORTHWEST MEDICAL CENTER,343,21754171,826180,0.9552,,1.0675,819535,0.9367,,1.1417,1613447,1.0000
TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,244,17830871,656162,0.9736,,1.0138,922766,0.9651,939323,0.8593,1135309,1.0460
DOCTORS HOSPITAL OF LAREDO,183,9179396,514765,0.9686,,0.9596,486648,0.9839,,1.2245,907839,1.0383
WEST HOUSTON MEDICAL CENTER,221,17977369,696513,0.8880,,0.9808,733733,0.9958,,1.1161,1021042,0.9805
MEDICAL CITY DALLAS HOSPITAL,668,28214889,696378,1.0055,,1.0650,865309,1.0810,2281921,1.0220,1421236,0.9718
MEDICAL CENTER OF PLANO,331,23275847,547309,0.9807,,1.0102,738114,0.9719,1047029,1.1149,1038429,1.0455
PLAZA MEDICAL CENTER OF FORT WORTH,216,33934973,911894,0.8490,712697,0.9339,,0.9250,8605861,0.8801,1373514,0.9063
HUGULEY MEMORIAL MEDICAL CENTER,0,14894636,674742,0.9582,,0.9017,548546,0.9090,,0.9437,1337528,0.9275
MEMORIAL HERMANN NORTHEAST,255,16290522,942165,1.0606,,0.9867,525361,0.9626,,0.0000,1607769,1.1204
UNIVERSITY MEDICAL CENTER,245,51919974,686439,1.0050,,1.0990,940079,0.9204,1239130,1.3600,527547,0.9596
LONGVIEW REGIONAL MEDICAL CENTER,149,9148025,426902,0.9307,,1.0098,409305,0.8540,,0.9375,527103,0.9406
RIO GRANDE REGIONAL HOSPITAL,320,28227545,1160973,1.0162,,1.0791,1216099,0.9329,,1.0457,2244973,0.9907
ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,238,27995976,1176755,1.0983,496147,1.0970,1037804,1.1196,1324429,1.2672,1882840,1.0345
TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,208,12621023,774909,0.9883,,1.0743,1032738,0.9370,,1.0494,624952,0.9445
KINGWOOD MEDICAL CENTER,272,22927475,1513621,1.1218,,0.9641,856611,0.9692,748395,1.0366,1860599,0.9901
"CORPUS CHRISTI MEDICAL CENTER,THE",0,24264958,826637,1.0203,589543,1.0832,864643,0.9531,,0.8649,1448440,1.0198
CHRISTUS ST MICHAEL HEALTH SYSTEM,37,33626225,1177946,0.8687,786209,1.0488,1197833,0.9314,3358914,1.4033,2019896,0.9316
METHODIST SUGAR LAND HOSPITAL,234,22075214,927849,0.9040,,0.9714,1194239,0.9008,1788144,1.0748,1160738,1.0287
BAYLOR HEART AND VASCULAR HOSPITAL,0,7964435,,0.0000,385123,0.8075,,0.0000,,0.0000,,0.8747
ST LUKE'S THE WOODLANDS HOSPITAL,0,12139066,651313,0.9448,,1.0220,741887,0.9959,,1.1776,809405,1.0706
DOCTORS HOSPITAL AT RENAISSANCE,530,42341242,1018681,0.9494,771122,0.9504,1132803,0.9095,,0.7495,2659087,1.0144
LUBBOCK HEART HOSPITAL LP,74,8963342,,0.9503,329153,0.9180,256410,0.9740,,0.9185,1234898,0.9827
UTAH VALLEY REGIONAL MEDICAL CENTER,373,21367784,,0.9545,,0.9366,593070,0.8657,3140450,0.8800,516949,0.9095
OGDEN REGIONAL MEDICAL CENTER,174,4573415,183779,0.9620,,0.8897,374179,0.9578,,0.9522,,0.9181
INTERMOUNTAIN MEDICAL CENTER,472,34512876,461944,0.8391,,0.8669,908764,0.8811,2536526,0.9219,1232726,0.8173
DIXIE REGIONAL MEDICAL CENTER,0,30001082,425196,0.9491,345814,0.9310,1296021,0.9005,6368713,1.1867,894845,0.7213
ST MARKS HOSPITAL,292,19491268,302787,0.8962,,0.9235,949761,0.9573,3606973,1.1323,526745,1.0446
FLETCHER ALLEN HOSPITAL OF VERMONT,0,60556401,1242359,1.0103,1643766,0.9192,1978910,0.9880,4456585,0.9260,3119823,0.9080
ROCKINGHAM MEMORIAL HOSPITAL,0,36764039,936319,0.9893,1349675,0.9842,2936845,1.0117,2064362,1.2037,2792992,1.0007
WINCHESTER MEDICAL CENTER,445,58576356,2353600,1.0964,894746,0.9571,2693779,1.0967,4718572,1.2692,3699647,0.9876
SENTARA NORFOLK GENERAL HOSPITAL,528,48003090,833179,0.9970,724936,0.8881,1155304,0.9871,498727,0.0000,3537570,1.0005
UNIVERSITY OF VIRGINIA MEDICAL CENTER,567,69874127,1184650,1.0588,1645765,1.0506,1175866,1.0818,5506683,1.1889,3277514,0.9657
BON SECOURS DEPAUL MEDICAL CENTER,142,14112813,409811,1.0515,,0.9559,,0.9615,,1.2132,,0.9792
AUGUSTA HEALTH,242,29406320,678113,0.8822,846378,0.8328,1203752,0.9498,4898400,0.7417,1693035,0.8921
"CENTRA  HEALTH, INC",0,62355821,2239756,1.1129,1506808,1.1664,1465673,1.0817,6517966,1.0508,3878373,0.9830
"MARY WASHINGTON HOSPITAL, INC",459,50881922,2050808,1.0562,819969,1.0071,2181981,1.0315,5009190,0.9346,2115947,0.9610
CARILION ROANOKE MEMORIAL CENTER,,77959015,1241102,0.9644,2044540,1.0315,1964609,1.1050,9488624,1.0697,3165271,0.9340
INOVA ALEXANDRIA HOSPITAL,334,28220573,1082247,1.0209,,0.9999,1181238,1.0730,3547246,1.0945,1476059,1.0154
CARILION NEW RIVER VALLEY MEDICAL CENTER,146,9735817,318335,1.0565,,0.9911,625530,1.1034,,0.9353,745618,1.0245
SENTARA OBICI HOSPITAL,176,14881957,571185,1.0300,,0.9700,684812,0.9959,,1.1150,1418320,1.0425
