hospital_name,city,state,staffed_beds,total_discharges,patient_days,gross_patient_revenue
ADVOCATE CONDELL MEDICAL CENTER,Libertyville,Illinois,271,16334,62601,1382253
ADVOCATE GOOD SAMARITAN HOSPITAL,Downers Grove,Illinois,326,15481,63646,1217961
ADVOCATE GOOD SHEPHERD HOSPITAL,Barrington,Illinois,169,8835,36663,716721
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,Chicago,Illinois,323,14145,59737,1267901
ADVOCATE LUTHERAN GENERAL HOSPITAL,Park Ridge,Illinois,625,26317,130689,1931947
ADVOCATE SHERMAN HOSPITAL,Elgin,Illinois,255,14467,61565,1183785
ADVOCATE SOUTH SUBURBAN HOSPITAL,Hazel Crest,Illinois,284,10228,41316,702799
ADVOCATE TRINITY HOSPITAL,Chicago,Illinois,187,11102,43666,522328
ALEXIAN BROTHERS MEDICAL CENTER,Elk Grove Village,Illinois,393,17442,83634,1777234
ALTON MEMORIAL HOSPITAL,Alton,Illinois,176,7250,25540,417176
ANDERSON HOSPITAL,Maryville,Illinois,154,6734,26109,394006
BLESSING HOSPITAL,Quincy,Illinois,287,9708,38763,777534
CANCER TREATMENT CENTERS OF AMERICA AT MIDWESTERN REGIONAL MEDICAL CENTER,Zion,Illinois,73,1857,13967,
CARLE FOUNDATION HOSPITAL,Urbana,Illinois,343,21669,98682,2074738
CENTEGRA HOSPITAL - MCHENRY,McHenry,Illinois,173,9213,37732,617055
CENTEGRA HOSPITAL - WOODSTOCK,Woodstock,Illinois,133,6032,21628,351768
CENTRAL DUPAGE HOSPITAL,Winfield,Illinois,327,21960,95476,2625571
CGH MEDICAL CENTER,Sterling,Illinois,90,5642,17961,594457
CROSSROADS COMMUNITY HOSPITAL,Mount Vernon,Illinois,47,1226,4640,166246
DECATUR MEMORIAL HOSPITAL,Decatur,Illinois,249,11976,42734,825926
DELNOR HOSPITAL,Geneva,Illinois,159,7740,32754,689697
"EDWARD HINES, JR. VA HOSPITAL",Hines,Illinois,0,0,0,
EDWARD HOSPITAL,Naperville,Illinois,298,20889,84390,1959525
ELMHURST MEMORIAL HOSPITAL,Elmhurst,Illinois,282,14395,58654,1374734
EVANSTON HOSPITAL,Evanston,Illinois,676,30292,143529,3423955
FHN MEMORIAL HOSPITAL,Freeport,Illinois,100,4303,16234,382274
FRANCISCAN SAINT JAMES HEALTH - OLYMPIA FIELDS CAMPUS,Olympia Fields,Illinois,319,15989,62720,942946
FRANCISCAN SAINT JAMES HEALTH -CHICAGO HEIGHTS CAMPUS,Chicago Heights,Illinois,0,0,0,
GALESBURG COTTAGE HOSPITAL,Galesburg,Illinois,142,3054,14312,377332
GATEWAY REGIONAL MEDICAL CENTER,Granite City,Illinois,359,6203,30356,730143
GENESIS MEDICAL CENTER-SILVIS,Silvis,Illinois,269,4589,14115,207991
GLENBROOK HOSPITAL,Glenview,Illinois,0,0,0,
GOOD SAMARITAN REGIONAL HEALTH CENTER,Mount Vernon,Illinois,116,6771,27368,367450
GRAHAM HOSPITAL,Canton,Illinois,99,2177,7855,166141
GREENVILLE REGIONAL HOSPITAL,Greenville,Illinois,150,921,2807,71800
HARRISBURG MEDICAL CENTER,Harrisburg,Illinois,64,1064,3165,104959
HEARTLAND REGIONAL MEDICAL CENTER,Marion,Illinois,92,4868,18502,464488
HERRIN HOSPITAL,Herrin,Illinois,114,4968,18398,429036
HIGHLAND PARK HOSPITAL,Highland Park,Illinois,0,0,0,
HOLY CROSS HOSPITAL,Chicago,Illinois,264,8585,34242,396811
ILLINOIS VALLEY COMMUNITY HOSPITAL,Peru,Illinois,56,2623,9075,212198
INGALLS MEMORIAL HOSPITAL,Harvey,Illinois,326,13830,61625,1130911
IROQUOIS MEMORIAL HOSPITAL,Watseka,Illinois,84,944,2839,73105
JACKSON PARK HOSPITAL,Chicago,Illinois,201,7653,33249,252630
JERSEY COMMUNITY HOSPITAL,Jerseyville,Illinois,45,1143,3657,59943
JESSE BROWN VA MEDICAL CENTER,Chicago,Illinois,0,0,0,
"JOHN H. STROGER, JR. HOSPITAL OF COOK COUNTY",Chicago,Illinois,460,23153,108934,1193767
KATHERINE SHAW BETHEA HOSPITAL,Dixon,Illinois,80,3789,10825,388755
KISHWAUKEE HOSPITAL,DeKalb,Illinois,98,5227,20370,426527
LITTLE COMPANY OF MARY HOSPITAL,Evergreen Park,Illinois,298,11716,51668,825105
LORETTO HOSPITAL,Chicago,Illinois,163,4145,22845,60989
LOYOLA GOTTLIEB MEMORIAL HOSPITAL,Melrose Park,Illinois,255,8106,36110,643466
LOYOLA UNIVERSITY HOSPITAL,Maywood,Illinois,505,23245,105851,2156060
MACNEAL HOSPITAL,Berwyn,Illinois,316,14790,59885,1036889
MARION VA MEDICAL CENTER,Marion,Illinois,0,0,0,
MCDONOUGH DISTRICT HOSPITAL,Macomb,Illinois,94,1981,7385,140744
MEMORIAL HOSPITAL,Belleville,Illinois,424,15371,68453,1014894
MEMORIAL HOSPITAL OF CARBONDALE,Carbondale,Illinois,159,10155,37134,686465
MEMORIAL MEDICAL CENTER,Springfield,Illinois,471,22546,102025,1707075
MERCY HOSPITAL & MEDICAL CENTER,Chicago,Illinois,288,13094,54886,618057
METHODIST HOSPITAL OF CHICAGO,Chicago,Illinois,145,3846,23367,62007
METROSOUTH MEDICAL CENTER,Blue Island,Illinois,302,9027,37243,547727
MORRIS HOSPITAL,Morris,Illinois,89,4191,14464,354826
MOUNT SINAI HOSPITAL,Chicago,Illinois,291,16950,61543,983181
NORTH CHICAGO VA MEDICAL CENTER,North Chicago,Illinois,0,0,0,
NORTHWEST COMMUNITY HOSPITAL,Arlington Heights,Illinois,368,17887,79189,1551482
NORTHWESTERN LAKE FOREST HOSPITAL,Lake Forest,Illinois,147,7947,28038,778570
NORTHWESTERN MEMORIAL HOSPITAL,Chicago,Illinois,893,46565,250519,4854669
NORWEGIAN AMERICAN HOSPITAL,Chicago,Illinois,170,6552,31120,278154
OSF SAINT ANTHONY MEDICAL CENTER,Rockford,Illinois,235,10970,49513,1203580
OSF SAINT ELIZABETH MEDICAL CENTER,Ottawa,Illinois,99,2328,7620,189725
OSF SAINT FRANCIS MEDICAL CENTER,Peoria,Illinois,648,35046,169059,3379144
OSF SAINT JAMES-JOHN W. ALBRECHT MEDICAL CENTER,Pontiac,Illinois,42,1346,4041,175929
OSF SAINT JOSEPH MEDICAL CENTER,Bloomington,Illinois,149,6553,25916,614514
OSF SAINT MARY MEDICAL CENTER,Galesburg,Illinois,99,3108,12530,329611
PALOS COMMUNITY HOSPITAL,Palos Heights,Illinois,362,15869,74608,1261107
PASSAVANT AREA HOSPITAL,Jacksonville,Illinois,108,3212,11983,258329
PEKIN HOSPITAL,Pekin,Illinois,99,3447,15409,252221
PRENTICE WOMEN'S HOSPITAL,Chicago,Illinois,0,0,0,
PRESENCE COVENANT MEDICAL CENTER,Urbana,Illinois,198,6975,26413,549608
PRESENCE MERCY MEDICAL CENTER,Aurora,Illinois,293,7158,30127,881522
PRESENCE OUR LADY OF THE RESURRECTION MEDICAL CENTER,Chicago,Illinois,279,7964,30977,570145
PRESENCE RESURRECTION MEDICAL CENTER,Chicago,Illinois,635,11589,56414,1169520
PRESENCE SAINT FRANCIS HOSPITAL,Evanston,Illinois,200,7491,35058,657111
PRESENCE SAINT JOSEPH HOSPITAL,Chicago,Illinois,324,10372,54982,730513
PRESENCE SAINT JOSEPH HOSPITAL,Elgin,Illinois,184,5796,27000,665101
PRESENCE SAINT JOSEPH MEDICAL CENTER,Joliet,Illinois,446,21969,97740,1861909
PRESENCE SAINT MARY'S HOSPITAL,Kankakee,Illinois,182,6199,25309,600509
PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER - SAINT ELIZABETH CAMPUS,Chicago,Illinois,219,7753,40230,202651
PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER - SAINT MARY CAMPUS,Chicago,Illinois,495,19085,107056,1057060
PRESENCE UNITED SAMARITANS MEDICAL CENTER,Danville,Illinois,172,6119,20990,469468
PROVIDENT HOSPITAL OF COOK COUNTY,Chicago,Illinois,113,1409,5703,89996
RICHLAND MEMORIAL HOSPITAL,Olney,Illinois,91,1966,6849,134120
RIVERSIDE MEDICAL CENTER ,Kankakee,Illinois,317,10939,52411,799556
ROCKFORD MEMORIAL HOSPITAL,Rockford,Illinois,300,12532,67064,888149
ROSELAND COMMUNITY HOSPITAL,Chicago,Illinois,145,4297,22030,155213
RUSH OAK PARK HOSPITAL,Oak Park,Illinois,237,4421,19834,373115
RUSH UNIVERSITY MEDICAL CENTER,Chicago,Illinois,679,28580,150408,3944738
RUSH-COPLEY MEDICAL CENTER,Aurora,Illinois,210,12117,49907,1429666
SACRED HEART HOSPITAL,Chicago,Illinois,119,2579,12369,68117
SAINT ALEXIUS MEDICAL CENTER,Hoffman Estates,Illinois,245,16318,76342,1317094
SAINT ANTHONY HOSPITAL,Chicago,Illinois,151,7279,21849,300912
SAINT ANTHONY'S HOSPITAL,Alton,Illinois,144,3755,11693,356574
SAINT ANTHONY'S MEMORIAL HOSPITAL,Effingham,Illinois,146,6139,22016,269060
SAINT BERNARD HOSPITAL AND HEALTH CARE CENTER,Chicago,Illinois,198,5933,26284,171793
SAINT ELIZABETH'S HOSPITAL,Belleville,Illinois,260,9948,38897,508547
SAINT JAMES HOSPITAL AND HEALTH CENTERS - CHICAGO HEIGHTS CAMPUS,Chicago Heights,Illinois,201,13049,54936,273958
SAINT JOHN'S HOSPITAL,Springfield,Illinois,421,17715,85757,1330986
SAINT JOSEPH'S HOSPITAL BREESE,Breese,Illinois,49,1412,4166,103223
SAINT MARGARET'S HOSPITAL,Spring Valley,Illinois,69,1981,7401,175894
SAINT MARY'S HOSPITAL,Centralia,Illinois,103,4600,19302,258794
SAINT MARY'S HOSPITAL,Streator,Illinois,97,1837,6933,144581
SAINT MARY'S HOSPITAL,Decatur,Illinois,244,7428,33197,460504
SARAH BUSH LINCOLN HEALTH CENTER,Mattoon,Illinois,109,5714,20715,436262
SHELBY MEMORIAL HOSPITAL,Shelbyville,Illinois,30,504,1590,29888
SILVER CROSS HOSPITAL,New Lenox,Illinois,289,19442,67178,951267
SKOKIE HOSPITAL,Skokie,Illinois,156,6535,29006,557818
SOUTH SHORE HOSPITAL,Chicago,Illinois,137,3335,22617,107335
SWEDISH COVENANT HOSPITAL,Chicago,Illinois,316,12629,58476,1282128
SWEDISHAMERICAN HOSPITAL,Rockford,Illinois,328,18206,66001,1546953
THE CENTER FOR CARE AND DISCOVERY,Chicago,Illinois,0,0,0,
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,Chicago,Illinois,576,25311,154712,4236117
THOREK MEMORIAL HOSPITAL,Chicago,Illinois,156,4920,23034,144406
TOUCHETTE REGIONAL HOSPITAL,Centreville,Illinois,145,2831,10031,64635
TRINITY MOLINE,Moline,Illinois,0,0,0,
TRINITY ROCK ISLAND,Rock Island,Illinois,349,13878,61440,788126
UNITYPOINT HEALTH - METHODIST,Peoria,Illinois,273,12019,51951,1140842
UNITYPOINT HEALTH-PROCTOR,Peoria,Illinois,174,5419,22834,363034
UNIVERSITY OF ILLINOIS MEDICAL CENTER,Chicago,Illinois,525,19523,99101,1794651
VA ILLIANA HEALTH CARE SYSTEM,Danville,Illinois,0,0,0,
VISTA MEDICAL CENTER EAST,Waukegan,Illinois,190,11610,44459,1011866
VISTA MEDICAL CENTER WEST,Waukegan,Illinois,67,461,3388,90326
WEISS MEMORIAL HOSPITAL,Chicago,Illinois,200,5383,25460,479401
WEST SUBURBAN MEDICAL CENTER,Oak Park,Illinois,202,9423,34633,667238
WESTLAKE HOSPITAL,Melrose Park,Illinois,198,4775,21694,317450
BLUFFTON REGIONAL MEDICAL CENTER,Bluffton,Indiana,75,1901,7576,135482
CLARK MEMORIAL HOSPITAL,Jeffersonville,Indiana,189,13399,53489,428067
COLUMBUS REGIONAL HOSPITAL,Columbus,Indiana,168,8512,32651,459293
COMMUNITY HEART AND VASCULAR HOSPITAL,Indianapolis,Indiana,56,2880,11263,356745
COMMUNITY HOSPITAL,Munster,Indiana,452,19304,101019,1196775
COMMUNITY HOSPITAL ANDERSON,Anderson,Indiana,137,6430,22334,348499
COMMUNITY HOSPITAL EAST,Indianapolis,Indiana,216,12635,60966,1092759
COMMUNITY HOSPITAL NORTH,Indianapolis,Indiana,349,13170,73409,966735
COMMUNITY HOSPITAL SOUTH,Indianapolis,Indiana,135,7178,34549,577804
COMMUNITY HOWARD REGIONAL HEALTH - MAIN CAMPUS,Kokomo,Indiana,135,5455,17922,387537
COMMUNITY WESTVIEW HOSPITAL,Indianapolis,Indiana,46,994,3969,188894
DAVIESS COMMUNITY HOSPITAL,Washington,Indiana,74,1817,6331,105034
DEACONESS GATEWAY HOSPITAL,Newburgh,Indiana,0,0,0,
DEACONESS HOSPITAL,Evansville,Indiana,484,21977,104716,1647590
DEARBORN COUNTY HOSPITAL,Lawrenceburg,Indiana,78,4129,16709,196878
DEKALB MEMORIAL HOSPITAL,Auburn,Indiana,47,2011,6333,114536
DUPONT HOSPITAL,Fort Wayne,Indiana,131,4283,21004,448092
ELKHART GENERAL HOSPITAL,Elkhart,Indiana,270,11147,47633,764819
FAIRBANKS HOSPITAL,Indianapolis,Indiana,86,3471,17061,35957
FAYETTE REGIONAL HEALTH SYSTEM,Connersville,Indiana,73,1481,4568,115817
FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES,New Albany,Indiana,211,14994,62082,861035
FRANCISCAN HEALTHCARE - MUNSTER ,Munster,Indiana,32,920,3750,244305
FRANCISCAN SAINT ANTHONY HEALTH - MICHIGAN CITY CAMPUS,Michigan City,Indiana,183,5621,22244,461289
FRANCISCAN SAINT ANTHONY HEALTH CROWN POINT,Crown Point,Indiana,260,10159,43609,556375
FRANCISCAN SAINT ELIZABETH HEALTH - CRAWFORDSVILLE,Crawfordsville,Indiana,42,954,3262,138736
FRANCISCAN SAINT ELIZABETH HEALTH - LAFAYETTE CENTRAL,Lafayette,Indiana,94,2204,10479,947605
FRANCISCAN SAINT ELIZABETH HEALTH - LAFAYETTE EAST,Lafayette,Indiana,182,7910,32668,947605
FRANCISCAN SAINT FRANCIS HEALTH - INDIANAPOLIS CAMPUS,Indianapolis,Indiana,415,17601,86648,1809466
FRANCISCAN SAINT FRANCIS HEALTH - MOORESVILLE CAMPUS,Mooresville,Indiana,99,3420,11100,308313
FRANCISCAN SAINT MARGARET HEALTH - DYER CAMPUS,Dyer,Indiana,178,6130,26821,421342
FRANCISCAN SAINT MARGARET HEALTH - HAMMOND CAMPUS,Hammond,Indiana,219,6431,33352,453868
FRANCISCAN ST.FRANCIS HEALTH-CARMEL,Carmel,Indiana,6,104,211,21106
GOOD SAMARITAN HOSPITAL,Vincennes,Indiana,239,6552,25829,441310
HANCOCK REGIONAL HOSPITAL,Greenfield,Indiana,82,2559,8553,204202
HENDRICKS REGIONAL HEALTH DANVILLE,Danville,Indiana,124,5116,20270,450926
HENRY COUNTY HOSPITAL,New Castle,Indiana,90,2240,8710,167965
INDIANA ORTHOPAEDIC HOSPITAL,Indianapolis,Indiana,38,2667,6378,261261
INDIANA UNIVERSITY HEALTH ARNETT,Lafayette,Indiana,180,10331,41215,1135340
INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,Muncie,Indiana,352,17036,76616,1353686
INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL,Bloomington,Indiana,266,12195,52936,838355
INDIANA UNIVERSITY HEALTH GOSHEN HOSPITAL,Goshen,Indiana,123,6909,21093,486003
INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL,La Porte,Indiana,199,5072,20750,483658
INDIANA UNIVERSITY HEALTH METHODIST HOSPITAL,Indianapolis,Indiana,1266,53771,328392,6094568
INDIANA UNIVERSITY HEALTH MORGAN HOSPITAL,Martinsville,Indiana,52,960,3070,123963
INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,Carmel,Indiana,149,6197,30988,518684
INDIANA UNIVERSITY HEALTH SAXONY,Fishers,Indiana,0,0,0,
INDIANA UNIVERSITY HEALTH STARKE HOSPITAL,Knox,Indiana,50,546,1959,68946
INDIANA UNIVERSITY HEALTH UNIVERSITY HOSPITAL,Indianapolis,Indiana,0,0,0,
INDIANA UNIVERSITY HEALTH WEST HOSPITAL,Avon,Indiana,127,8160,33687,586103
JOHNSON MEMORIAL HOSPITAL,Franklin,Indiana,101,2242,8363,177329
KENTUCKIANA MEDICAL CENTER,Clarksville,Indiana,34,979,6027,55049
KING'S DAUGHTERS' HOSPITAL & HEALTH SERVICES,Madison,Indiana,83,3639,14611,307615
KOSCIUSKO COMMUNITY HOSPITAL,Warsaw,Indiana,72,3509,12716,438872
LOGANSPORT MEMORIAL HOSPITAL,Logansport,Indiana,83,1715,6471,147511
LUTHERAN HOSPITAL OF INDIANA,Fort Wayne,Indiana,396,18867,96979,1766590
MAJOR HOSPITAL,Shelbyville,Indiana,72,2741,10323,241265
MARION GENERAL HOSPITAL,Marion,Indiana,115,5376,21594,392209
MEMORIAL HOSPITAL,South Bend,Indiana,477,19038,87578,1169352
MEMORIAL HOSPITAL AND HEALTH CARE CENTER,Jasper,Indiana,158,5198,17783,325218
METHODIST HOSPITALS - NORTHLAKE CAMPUS,Gary,Indiana,509,16266,95287,944652
METHODIST HOSPITALS - SOUTHLAKE CAMPUS,Merrillville,Indiana,319,12715,61757,
MONROE HOSPITAL,Bloomington,Indiana,32,1218,4857,117021
PARKVIEW HUNTINGTON HOSPITAL,Huntington,Indiana,36,1805,5917,121989
PARKVIEW NOBLE HOSPITAL,Kendallville,Indiana,31,1677,6035,136583
PARKVIEW ORTHOPEDIC HOSPITAL,Fort Wayne,Indiana,37,2017,4950,277715
PARKVIEW REGIONAL MEDICAL CENTER,Fort Wayne,Indiana,649,27055,134319,1972428
PARKVIEW WHITLEY HOSPITAL,Columbia City,Indiana,112,1334,4589,107674
PEYTON MANNING CHILDREN'S HOSPITAL,Indianapolis,Indiana,0,0,0,
PHYSICIANS MEDICAL CENTER,New Albany,Indiana,12,121,214,60980
PINNACLE HOSPITAL,Crown Point,Indiana,18,705,2298,77859
PORTER PORTAGE HOSPITAL ,Portage,Indiana,0,0,0,
PORTER REGIONAL HOSPITAL ,Valparaiso,Indiana,249,12976,56670,1286201
REID HOSPITAL,Richmond,Indiana,223,10565,38350,758391
RICHARD L. ROUDEBUSH VA MEDICAL CENTER,Indianapolis,Indiana,0,0,0,
RIVERVIEW HEALTH,Noblesville,Indiana,154,3827,16158,361886
SAINT CATHERINE HOSPITAL,East Chicago,Indiana,191,7781,33669,359671
SAINT CATHERINE REGIONAL HOSPITAL,Charlestown,Indiana,96,499,1713,26996
SAINT JOSEPH HOSPITAL,Fort Wayne,Indiana,172,5128,24031,404728
SAINT JOSEPH HOSPITAL,Kokomo,Indiana,170,5206,21973,379798
SAINT JOSEPH REGIONAL MEDICAL CENTER - MISHAWAKA,Mishawaka,Indiana,287,15481,59935,779875
SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH CAMPUS,Plymouth,Indiana,45,2111,7083,132502
SAINT MARY MEDICAL CENTER,Hobart,Indiana,195,10792,52249,579180
SAINT MARY'S MEDICAL CENTER,Evansville,Indiana,443,16257,75711,1251663
SAINT VINCENT ANDERSON REGIONAL HOSPITAL,Anderson,Indiana,274,7719,31731,635936
SAINT VINCENT CARMEL HOSPITAL,Carmel,Indiana,150,6149,19584,435915
SAINT VINCENT HEART CENTER OF INDIANA,Indianapolis,Indiana,107,5210,20988,434813
SAINT VINCENT INDIANAPOLIS HOSPITAL,Indianapolis,Indiana,770,30531,190649,2966630
SAINT VINCENT WOMEN'S HOSPITAL,Indianapolis,Indiana,182,3026,15720,66095
SCHNECK MEDICAL CENTER,Seymour,Indiana,93,3253,14231,274581
SIDNEY AND LOIS ESKENAZI HOSPITAL,Indianapolis,Indiana,0,0,0,
TERRE HAUTE REGIONAL HOSPITAL,Terre Haute,Indiana,203,5098,22379,509663
THE HEART HOSPITAL ,Newburgh,Indiana,24,1574,5910,135778
THE ORTHOPAEDIC HOSPITAL OF THE LUTHERAN NETWORK,Fort Wayne,Indiana,39,2560,6201,332953
THE WOMEN'S HOSPITAL,Newburgh,Indiana,74,3687,22418,128658
UNION HOSPITAL,Terre Haute,Indiana,317,15016,74083,1101412
UNITY MEDICAL AND SURGICAL HOSPITAL ,Mishawaka,Indiana,29,274,972,107075
VA NORTHERN INDIANA HEALTH CARE SYSTEM - FORT WAYNE CAMPUS,Fort Wayne,Indiana,0,0,0,
WITHAM MEMORIAL HOSPITAL,Lebanon,Indiana,78,2134,7319,266140
BLUE VALLEY HOSPITAL,Overland Park,Kansas,4,609,651,28439
BOB WILSON MEMORIAL GRANT COUNTY HOSPITAL,Ulysses,Kansas,22,329,1252,18416
COFFEY COUNTY HOSPITAL,Burlington,Kansas,62,812,2089,29127
COFFEYVILLE REGIONAL MEDICAL CENTER,Coffeyville,Kansas,88,1820,6675,83106
DOCTORS HOSPITAL,Leawood,Kansas,9,131,199,83555
GALICHIA HEART HOSPITAL,Wichita,Kansas,71,4978,22041,311466
GEARY COMMUNITY HOSPITAL,Junction City,Kansas,65,1163,4786,110196
GREAT BEND REGIONAL HOSPITAL,Great Bend,Kansas,33,1730,6254,83067
HAYS MEDICAL CENTER,Hays,Kansas,139,5509,25547,511050
HUTCHINSON REGIONAL MEDICAL CENTER,Hutchinson,Kansas,176,5875,28028,333235
IRWIN ARMY COMMUNITY HOSPITAL,Fort Riley,Kansas,0,0,0,
KANSAS CITY ORTHOPAEDIC INSTITUTE,Leawood,Kansas,9,727,2017,96150
KANSAS HEART HOSPITAL,Wichita,Kansas,46,1674,7437,106054
KANSAS MEDICAL CENTER,Andover,Kansas,56,2475,10021,149593
KANSAS SPINE HOSPITAL,Wichita,Kansas,36,1964,4210,143898
KANSAS SURGERY & RECOVERY CENTER,Wichita,Kansas,24,1593,3523,70312
LABETTE HEALTH ,Parsons,Kansas,55,2337,7747,149382
LAWRENCE MEMORIAL HOSPITAL,Lawrence,Kansas,152,6007,19114,505696
MANHATTAN SURGICAL CENTER,Manhattan,Kansas,13,391,587,74017
MCPHERSON HOSPITAL,McPherson,Kansas,37,1186,4243,45232
MEADOWBROOK REHABILITATION HOSPITAL,Gardner,Kansas,96,1,1,22451
MENORAH MEDICAL CENTER,Overland Park,Kansas,158,6513,26194,687058
MERCY HOSPITAL,Moundridge,Kansas,21,222,840,3353
MERCY HOSPITAL FORT SCOTT,Fort Scott,Kansas,59,1541,5029,104426
MERCY HOSPITAL INDEPENDENCE ,Independence,Kansas,49,967,3336,72378
MERCY REGIONAL HEALTH CENTER,Manhattan,Kansas,111,4408,16895,263382
MIAMI COUNTY MEDICAL CENTER,Paola,Kansas,18,400,1042,52166
MORTON COUNTY HOSPITAL,Elkhart,Kansas,40,331,1627,17452
NEWMAN REGIONAL HEALTH,Emporia,Kansas,47,1883,7061,107391
NEWTON MEDICAL CENTER,Newton,Kansas,103,2734,12605,155819
OLATHE MEDICAL CENTER,Olathe,Kansas,229,10126,39325,600561
OVERLAND PARK REGIONAL MEDICAL CENTER,Overland Park,Kansas,276,10362,56952,977410
PRATT REGIONAL MEDICAL CENTER,Pratt,Kansas,98,1311,4708,71129
PREMIER SURGICAL INSTITUTE,Galena,Kansas,36,1040,2145,49003
PROVIDENCE MEDICAL CENTER,Kansas City,Kansas,158,8154,32298,484287
RANSOM MEMORIAL HOSPITAL,Ottawa,Kansas,47,1170,4135,75762
ROBERT J. DOLE DEPARTMENT OF VETERANS AFFAIRS MEDICAL AND REGIONAL OFFICE CENTER,Wichita,Kansas,0,0,0,
SAINT CATHERINE HOSPITAL,Garden City,Kansas,98,3113,13618,208311
SAINT FRANCIS HEALTH CENTER,Topeka,Kansas,291,10154,35205,678966
SAINT JOHN HOSPITAL,Leavenworth,Kansas,74,946,2182,78392
SAINT LUKE'S CUSHING MEMORIAL HOSPITAL,Leavenworth,Kansas,51,1980,6561,104553
SAINT LUKE'S SOUTH,Overland Park,Kansas,101,4923,18771,394880
SALINA REGIONAL HEALTH CENTER - SANTA FE CAMPUS,Salina,Kansas,198,7236,34679,445345
SALINA SURGICAL HOSPITAL,Salina,Kansas,15,635,1669,60456
SHAWNEE MISSION MEDICAL CENTER,Shawnee Mission,Kansas,368,18042,78505,1459872
SOUTH CENTRAL KANSAS REGIONAL MEDICAL CENTER,Arkansas City,Kansas,37,821,2878,31554
SOUTHWEST MEDICAL CENTER,Liberal,Kansas,86,2036,6616,100566
STORMONT-VAIL REGIONAL HEALTH CENTER,Topeka,Kansas,412,20841,88616,1467186
SUMMIT SURGICAL,Hutchinson,Kansas,10,250,517,14462
SUMNER REGIONAL MEDICAL CENTER,Wellington,Kansas,61,400,1127,24356
SUSAN B. ALLEN MEMORIAL HOSPITAL,El Dorado,Kansas,63,1340,4744,141167
THE INSTITUTE FOR ADVANCED BARIATRIC SURGERY,Lenexa,Kansas,9,47,38,1102
THE UNIVERSITY OF KANSAS HOSPITAL,Kansas City,Kansas,672,29551,169295,3960601
VA EASTERN KANSAS HEALTH CARE SYSTEM - COLMERY-O'NEIL VA MEDICAL CENTER,Topeka,Kansas,0,0,0,
VA EASTERN KANSAS HEALTH CARE SYSTEM - DWIGHT D. EISENHOWER VA MEDICAL CENTER,Leavenworth,Kansas,0,0,0,
VIA CHRISTI HOSPITAL IN PITTSBURG,Pittsburg,Kansas,111,3828,13574,239212
VIA CHRISTI HOSPITAL ON SAINT FRANCIS,Wichita,Kansas,749,31664,152742,1960821
VIA CHRISTI HOSPITAL ST. JOSEPH,Wichita,Kansas,0,0,0,
VIA CHRISTI ON SAINT TERESA,Wichita,Kansas,70,1803,7014,116289
WESLEY MEDICAL CENTER,Wichita,Kansas,579,25841,127466,2363356
WESTERN PLAINS MEDICAL COMPLEX,Dodge City,Kansas,60,2208,8411,112274
BAPTIST HEALTH CORBIN,Corbin,Kentucky,268,8429,38297,497041
BAPTIST HEALTH LAGRANGE,La Grange,Kentucky,120,2911,12218,114080
BAPTIST HEALTH LEXINGTON,Lexington,Kentucky,359,18318,89009,1470549
BAPTIST HEALTH LOUISVILLE,Louisville,Kentucky,519,24836,122238,1504355
BAPTIST HEALTH MADISONVILLE,Madisonville,Kentucky,248,7427,34708,362255
BAPTIST HEALTH PADUCAH,Paducah,Kentucky,295,12509,58101,775250
BAPTIST HEALTH RICHMOND,Richmond,Kentucky,73,3155,13858,195088
BLANCHFIELD ARMY COMMUNITY HOSPITAL,Fort Campbell,Kentucky,0,0,0,
BOURBON COMMUNITY HOSPITAL,Paris,Kentucky,58,1009,3951,71919
CLARK REGIONAL MEDICAL CENTER,Winchester,Kentucky,79,2643,8363,160405
CLINTON COUNTY HOSPITAL,Albany,Kentucky,42,1310,5613,41589
CRITTENDEN COUNTY HOSPITAL,Marion,Kentucky,48,840,3292,34074
EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER,Danville,Kentucky,222,6381,29427,383549
FEDERAL MEDICAL CENTER LEXINGTON,Lexington,Kentucky,0,0,0,
FLAGET MEMORIAL HOSPITAL,Bardstown,Kentucky,52,2790,8875,204828
FLEMING COUNTY HOSPITAL,Flemingsburg,Kentucky,52,1325,4564,53326
FRANKFORT REGIONAL MEDICAL CENTER,Frankfort,Kentucky,122,4675,19633,333933
GEORGETOWN COMMUNITY HOSPITAL,Georgetown,Kentucky,75,1843,6768,197324
HARDIN MEMORIAL HOSPITAL,Elizabethtown,Kentucky,300,13166,54146,481272
HARLAN ARH HOSPITAL,Harlan,Kentucky,103,3987,13594,172095
HARRISON MEMORIAL HOSPITAL,Cynthiana,Kentucky,61,1591,5964,82468
